surface,reading,source_ref,commonness_tier
小麦,こむぎ,wnja:07731952-n,core
少女,しょうじょ,wnja:10084295-n,core
少年,しょうねん,wnja:09622049-n,core
屋上,おくじょう,wnja:08663774-n,core
屋外,おくがい,wnja:08613733-n,core
山羊,やぎ,wnja:02416519-n,core
山葵,わさび,wnja:07857356-n,core
巡査,じゅんさ,wnja:08209687-n,core
市民,しみん,wnja:08160276-n,core
希望,きぼう,wnja:00836788-n,core
帰り,かえり,wnja:00051192-n,core
帰国,きこく,wnja:00051192-n,core
帰宅,きたく,wnja:00051192-n,core
常識,じょうしき,wnja:05614657-n,core
常連,じょうれん,wnja:09945905-n,core
干潮,かんちょう,wnja:07402271-n,core
平和,へいわ,wnja:06773976-n,core
平日,へいじつ,wnja:15136723-n,core
平気,へいき,wnja:04673470-n,core
年中,ねんじゅう,wnja:15203791-n,core
年月,としつき,wnja:00028270-n,core
幻想,げんそう,wnja:05632446-n,core
広場,ひろば,wnja:02684962-n,core
座席,ざせき,wnja:04161358-n,core
弟子,でし,wnja:09801864-n,core
強盗,ごうとう,wnja:00781685-n,core
当時,とうじ,wnja:15296354-n,core
彼氏,かれし,wnja:09871364-n,core
後悔,こうかい,wnja:07535670-n,core
後者,こうしゃ,wnja:13846708-n,core
後輩,こうはい,wnja:10227266-n,core
復習,ふくしゅう,wnja:00897811-n,core
心配,しんぱい,wnja:05832264-n,core
怒り,いかり,wnja:00758972-n,core
思想,しそう,wnja:05954481-n,core
急行,きゅうこう,wnja:03306385-n,core
性別,せいべつ,wnja:05006898-n,core
恋人,こいびと,wnja:09622302-n,core
恐怖,きょうふ,wnja:07519253-n,core
恩人,おんじん,wnja:10408324-n,core
悔い,くい,wnja:07535670-n,core
悪口,わるくち,wnja:06715223-n,core
悪魔,あくま,wnja:09542339-n,core
情熱,じょうねつ,wnja:04628192-n,core
意見,いけん,wnja:00875246-n,core
愚痴,ぐち,wnja:04891333-n,core
感じ,かんじ,wnja:00026192-n,core
感想,かんそう,wnja:05916739-n,core
感謝,かんしゃ,wnja:01218593-n,core
態度,たいど,wnja:01220984-n,core
懸念,けねん,wnja:05832264-n,core
成功,せいこう,wnja:00035189-n,core
扇子,せんす,wnja:03320046-n,core
手品,てじな,wnja:00099951-n,core
手袋,てぶくろ,wnja:03441112-n,core
手首,てくび,wnja:05584928-n,core
打者,だしゃ,wnja:09843956-n,core
把握,はあく,wnja:00812526-n,core
抑制,よくせい,wnja:00201923-n,core
投票,とうひょう,wnja:00183505-n,core
投稿,とうこう,wnja:01166926-n,core
抽選,ちゅうせん,wnja:00115667-n,core
拍手,はくしゅ,wnja:06691989-n,core
括弧,かっこ,wnja:06843393-n,core
持参,じさん,wnja:00317207-n,core
掃除,そうじ,wnja:00251013-n,core
採点,さいてん,wnja:00874806-n,core
掲示,けいじ,wnja:06793231-n,core
握手,あくしゅ,wnja:06632097-n,core
損失,そんしつ,wnja:05162985-n,core
損害,そんがい,wnja:00403092-n,core
攻撃,こうげき,wnja:00457723-n,core
故郷,こきょう,wnja:08510350-n,core
教え,おしえ,wnja:00883297-n,core
散歩,さんぽ,wnja:00283568-n,core
敬意,けいい,wnja:01229223-n,core
敷居,しきい,wnja:03223686-n,core
新人,しんじん,wnja:10355449-n,core
新米,しんまい,wnja:07948754-n,core
旅行,りょこう,wnja:00312553-n,core
旅館,りょかん,wnja:03541696-n,core
日中,にっちゅう,wnja:15164957-n,core
日付,ひづけ,wnja:15120223-n,core
日傘,ひがさ,wnja:03889871-n,core
日光,にっこう,wnja:11444038-n,core
日時,にちじ,wnja:15160579-n,core
日本,にっぽん,wnja:08921850-n,core
日没,にちぼつ,wnja:15169248-n,core
日課,にっか,wnja:01026482-n,core
日陰,ひかげ,wnja:13984613-n,core
日頃,ひごろ,wnja:15119536-n,core
昆虫,こんちゅう,wnja:02159955-n,core
映像,えいぞう,wnja:03265874-n,core
昼寝,ひるね,wnja:00858631-n,core
昼間,ひるま,wnja:14484516-n,core
昼食,ちゅうしょく,wnja:00841297-n,core
時刻,じこく,wnja:06022509-n,core
普通,ふつう,wnja:13942743-n,core
景色,けしき,wnja:05933246-n,core
暖房,だんぼう,wnja:03509025-n,core
暖簾,のれん,wnja:13405646-n,core
更新,こうしん,wnja:01248852-n,core
書店,しょてん,wnja:02871525-n,core
書斎,しょさい,wnja:04345028-n,core
書物,しょもつ,wnja:02870092-n,core
書籍,しょせき,wnja:01101958-n,core
書類,しょるい,wnja:06470073-n,core
最中,さいちゅう,wnja:08521816-n,core
最低,さいてい,wnja:00127672-n,core
月日,つきひ,wnja:15120223-n,core
月給,げっきゅう,wnja:13279262-n,core
望み,のぞみ,wnja:04945057-n,core
朝食,ちょうしょく,wnja:07574602-n,core
未来,みらい,wnja:06330401-n,core
本人,ほんにん,wnja:09604981-n,core
本土,ほんど,wnja:09346120-n,core
本屋,ほんや,wnja:02871525-n,core
本棚,ほんだな,wnja:02870880-n,core
本部,ほんぶ,wnja:03504420-n,core
材料,ざいりょう,wnja:03570709-n,core
材木,ざいもく,wnja:14943580-n,core
東洋,とうよう,wnja:08562620-n,core
校庭,こうてい,wnja:08518374-n,core
校長,こうちょう,wnja:10474645-n,core
梅雨,つゆ,wnja:15238895-n,core
梯子,はしご,wnja:03632277-n,core
森林,しんりん,wnja:08438533-n,core
検索,けんさく,wnja:00637354-n,core
横断,おうだん,wnja:00296946-n,core
樹木,じゅもく,wnja:02732827-n,core
機嫌,きげん,wnja:07551052-n,core
欠陥,けっかん,wnja:05162642-n,core
欲望,よくぼう,wnja:07485626-n,core
歌手,かしゅ,wnja:10599806-n,core
歓声,かんせい,wnja:06692572-n,core
正午,しょうご,wnja:15165490-n,core
歯茎,はぐき,wnja:05304932-n,core
歴史,れきし,wnja:06155567-n,core
死体,したい,wnja:05217859-n,core
残り,のこり,wnja:09407346-n,core
残業,ざんぎょう,wnja:15137194-n,core
母親,ははおや,wnja:10332385-n,core
比較,ひかく,wnja:00142665-n,core
毛布,もうふ,wnja:02849154-n,core
毛皮,けがわ,wnja:03404149-n,core
毛虫,けむし,wnja:02309337-n,core
氏名,しめい,wnja:06333653-n,core
民謡,みんよう,wnja:07050952-n,core
気分,きぶん,wnja:00026192-n,core
気圧,きあつ,wnja:11429458-n,core
水洗,すいせん,wnja:00255710-n,core
水着,みずぎ,wnja:04371563-n,core
水筒,すいとう,wnja:02952374-n,core
水道,すいどう,wnja:09241247-n,core
汁椀,しるわん,wnja:02881193-n,core
汚れ,よごれ,wnja:00276987-n,core
汽車,きしゃ,wnja:04468005-n,core
河馬,かば,wnja:02398521-n,core
泥棒,どろぼう,wnja:00780889-n,core
注文,ちゅうもん,wnja:01061333-n,core
洒落,しゃれ,wnja:03340923-n,core
洗剤,せんざい,wnja:03040587-n,core
洞窟,どうくつ,wnja:09238926-n,core
津波,つなみ,wnja:07349299-n,core
流れ,ながれ,wnja:00329227-n,core
浴室,よくしつ,wnja:02807731-n,core
浴槽,よくそう,wnja:02808440-n,core
海岸,かいがん,wnja:09428293-n,core
海洋,かいよう,wnja:06937985-n,core
海藻,かいそう,wnja:01397497-n,core
海辺,うみべ,wnja:09428293-n,core
液体,えきたい,wnja:14480420-n,core
混合,こんごう,wnja:00380083-n,core
清掃,せいそう,wnja:00251013-n,core
渇望,かつぼう,wnja:04945254-n,core
温室,おんしつ,wnja:03092166-n,core
温泉,おんせん,wnja:04080705-n,core
湯気,ゆげ,wnja:15055181-n,core
満潮,まんちょう,wnja:07401960-n,core
溜息,ためいき,wnja:07129602-n,core
滞在,たいざい,wnja:01053617-n,core
漫画,まんが,wnja:06780069-n,core
火事,かじ,wnja:07302836-n,core
火傷,やけど,wnja:00403911-n,core
灯台,とうだい,wnja:02814860-n,core
灰皿,はいざら,wnja:02747802-n,core
無限,むげん,wnja:05209324-n,core
煙突,えんとつ,wnja:03017428-n,core
熱意,ねつい,wnja:04634540-n,core
爆発,ばくはつ,wnja:00377364-n,core
父親,ちちおや,wnja:10080869-n,core
牛肉,ぎゅうにく,wnja:07663592-n,core
物事,ものごと,wnja:05671325-n,core
物流,ぶつりゅう,wnja:01112885-n,core
物語,ものがたり,wnja:06369829-n,core
特売,とくばい,wnja:01117723-n,core
特急,とっきゅう,wnja:03306385-n,core
玄米,げんまい,wnja:07804543-n,core
玉葱,たまねぎ,wnja:07722217-n,core
王女,おうじょ,wnja:10474064-n,core
王子,おうじ,wnja:10472799-n,core
王様,おうさま,wnja:08153437-n,core
現在,げんざい,wnja:06329734-n,core
現金,げんきん,wnja:13386614-n,core
理想,りそう,wnja:05923696-n,core
理解,りかい,wnja:05805475-n,core
生姜,しょうが,wnja:07814925-n,core
生活,せいかつ,wnja:05810561-n,core
生涯,しょうがい,wnja:13961399-n,core
男子,だんし,wnja:10285313-n,core
男性,だんせい,wnja:06329165-n,core
画家,がか,wnja:09812338-n,core
痛み,いたみ,wnja:04631470-n,core
発想,はっそう,wnja:05797473-n,core
発見,はっけん,wnja:00043195-n,core
白米,はくまい,wnja:07804323-n,core
白鳥,はくちょう,wnja:01858441-n,core
皮膚,ひふ,wnja:01895735-n,core
盗難,とうなん,wnja:00785045-n,core
目処,めど,wnja:05980875-n,core
目標,もくひょう,wnja:04394261-n,core
目次,もくじ,wnja:06489659-n,core
目的,もくてき,wnja:05143077-n,core
相互,そうご,wnja:13843401-n,core
相撲,すもう,wnja:00448232-n,core
眉毛,まゆげ,wnja:05313535-n,core
真剣,しんけん,wnja:04646548-n,core
眺め,ながめ,wnja:00881649-n,core
睡眠,すいみん,wnja:00858188-n,core
瞬き,まばたき,wnja:00117959-n,core
知事,ちじ,wnja:10140314-n,core
知識,ちしき,wnja:00023271-n,core
磁石,じしゃく,wnja:03080497-n,core
社説,しゃせつ,wnja:06268567-n,core
社長,しゃちょう,wnja:10015485-n,core
祖先,そせん,wnja:09792555-n,core
神話,しんわ,wnja:06371413-n,core
秘密,ひみつ,wnja:04622932-n,core
秘書,ひしょ,wnja:04164868-n,core
穀物,こくもつ,wnja:04934220-n,core
童謡,どうよう,wnja:07222728-n,core
競馬,けいば,wnja:00450070-n,core
笑い,わらい,wnja:01072402-n,core
笑顔,えがお,wnja:06878071-n,core
筆記,ひっき,wnja:13403643-n,core
算盤,そろばん,wnja:02666196-n,core
箪笥,たんす,wnja:03015254-n,core
納得,なっとく,wnja:05623628-n,core
紛争,ふんそう,wnja:00623862-n,core
素人,しろうと,wnja:09786585-n,core
索引,さくいん,wnja:06491786-n,core
経費,けいひ,wnja:01122601-n,core
結婚,けっこん,wnja:01036903-n,core
結論,けつろん,wnja:00162632-n,core
給与,きゅうよ,wnja:01057200-n,core
給料,きゅうりょう,wnja:13279262-n,core
絨毯,じゅうたん,wnja:04118021-n,core
絵画,かいが,wnja:03234306-n,core
縁側,えんがわ,wnja:02777927-n,core
縞馬,しまうま,wnja:02391049-n,core
署名,しょめい,wnja:06404582-n,core
美人,びじん,wnja:10613996-n,core
美術,びじゅつ,wnja:02743547-n,core
老人,ろうじん,wnja:07943870-n,core
考え,かんがえ,wnja:00163233-n,core
職場,しょくば,wnja:04602044-n,core
肋骨,ろっこつ,wnja:05279026-n,core
肌着,はだぎ,wnja:03673450-n,core
胡瓜,きゅうり,wnja:07718472-n,core
能率,のうりつ,wnja:13820993-n,core
脂肪,しぼう,wnja:04999741-n,core
腰痛,ようつう,wnja:14328290-n,core
腹痛,ふくつう,wnja:14327266-n,core
自宅,じたく,wnja:03259505-n,core
自慢,じまん,wnja:04887129-n,core
自殺,じさつ,wnja:00222485-n,core
興味,きょうみ,wnja:00431552-n,core
芝生,しばふ,wnja:08591592-n,core
花嫁,はなよめ,wnja:09874618-n,core
花屋,はなや,wnja:03367410-n,core
花弁,かべん,wnja:11690455-n,core
花火,はなび,wnja:03348454-n,core
花瓶,かびん,wnja:04522168-n,core
花粉,かふん,wnja:11675537-n,core
芸術,げいじゅつ,wnja:00933420-n,core
若者,わかもの,wnja:07944050-n,core
苦悩,くのう,wnja:07305234-n,core
草原,そうげん,wnja:08598301-n,core
荷物,にもつ,wnja:02964389-n,core
葛藤,かっとう,wnja:04714679-n,core
葬式,そうしき,wnja:07451463-n,core
蒸気,じょうき,wnja:04308807-n,core
薔薇,ばら,wnja:12620196-n,core
薬局,やっきょく,wnja:03249342-n,core
蛇口,じゃぐち,wnja:03325088-n,core
蜻蛉,とんぼ,wnja:02268443-n,core
蝙蝠,こうもり,wnja:02139199-n,core
蝸牛,かたつむり,wnja:01944390-n,core
血圧,けつあつ,wnja:11429968-n,core
血液,けつえき,wnja:05399847-n,core
衝突,しょうとつ,wnja:00126236-n,core
衣料,いりょう,wnja:02728440-n,core
衣服,いふく,wnja:02728440-n,core
衣類,いるい,wnja:02728440-n,core
表札,ひょうさつ,wnja:03223553-n,core
表紙,ひょうし,wnja:02840619-n,core
西洋,せいよう,wnja:08682575-n,core
要旨,ようし,wnja:05891572-n,core
要求,ようきゅう,wnja:01061333-n,core
要請,ようせい,wnja:00633329-n,core
見当,けんとう,wnja:06782680-n,core
見物,けんぶつ,wnja:00879607-n,core
視力,しりょく,wnja:05654362-n,core
視聴,しちょう,wnja:05650579-n,core
視覚,しかく,wnja:05654362-n,core
親友,しんゆう,wnja:09851371-n,core
親指,おやゆび,wnja:05567217-n,core
親類,しんるい,wnja:07969695-n,core
観点,かんてん,wnja:05949603-n,core
討論,とうろん,wnja:07140659-n,core
訪問,ほうもん,wnja:01055493-n,core
設定,せってい,wnja:00908492-n,core
詩人,しじん,wnja:10444194-n,core
話題,わだい,wnja:06599788-n,core
誕生,たんじょう,wnja:07320302-n,core
誤り,あやまり,wnja:00070965-n,core
読書,どくしょ,wnja:05808794-n,core
請求,せいきゅう,wnja:01061333-n,core
謎々,なぞなぞ,wnja:04028315-n,core
講師,こうし,wnja:10252222-n,core
警官,けいかん,wnja:08209687-n,core
議長,ぎちょう,wnja:10326257-n,core
豆腐,とうふ,wnja:07709881-n,core
豚肉,ぶたにく,wnja:07668702-n,core
負け,まけ,wnja:07333649-n,core
販売,はんばい,wnja:01112420-n,core
賃金,ちんぎん,wnja:13279262-n,core
資本,しほん,wnja:13353607-n,core
資源,しげん,wnja:13331778-n,core
賞与,しょうよ,wnja:13268146-n,core
購入,こうにゅう,wnja:00079018-n,core
赤道,せきどう,wnja:03293863-n,core
起床,きしょう,wnja:01259773-n,core
超過,ちょうか,wnja:05118437-n,core
趣旨,しゅし,wnja:05149325-n,core
足元,あしもと,wnja:00286497-n,core
足跡,あしあと,wnja:06645039-n,core
足首,あしくび,wnja:05578442-n,core
身体,しんたい,wnja:05216365-n,core
車庫,しゃこ,wnja:03416489-n,core
車道,しゃどう,wnja:02969323-n,core
軽蔑,けいべつ,wnja:04915687-n,core
辞典,じてん,wnja:06418901-n,core
辞書,じしょ,wnja:06418901-n,core
辞退,じたい,wnja:07205573-n,core
農民,のうみん,wnja:08182283-n,core
迎え,むかえ,wnja:06630852-n,core
近道,ちかみち,wnja:04204953-n,core
近頃,ちかごろ,wnja:15119536-n,core
返却,へんきゃく,wnja:00089351-n,core
返送,へんそう,wnja:00089351-n,core
通行,つうこう,wnja:00318035-n,core
通路,つうろ,wnja:02693860-n,core
通過,つうか,wnja:00065575-n,core
連れ,つれ,wnja:08077711-n,core
連敗,れんぱい,wnja:08460769-n,core
週末,しゅうまつ,wnja:15170504-n,core
遅延,ちえん,wnja:01066163-n,core
運命,うんめい,wnja:07330007-n,core
過去,かこ,wnja:06330262-n,core
道路,どうろ,wnja:04096066-n,core
遠足,えんそく,wnja:00288970-n,core
適当,てきとう,wnja:04716864-n,core
郊外,こうがい,wnja:08554440-n,core
部下,ぶか,wnja:10669991-n,core
部品,ぶひん,wnja:03081021-n,core
郵送,ゆうそう,wnja:00122338-n,core
金庫,きんこ,wnja:04125021-n,core
金槌,かなづち,wnja:03481172-n,core
金銭,きんせん,wnja:13250542-n,core
金魚,きんぎょ,wnja:01443537-n,core
針金,はりがね,wnja:04594218-n,core
鉄砲,てっぽう,wnja:03467984-n,core
鉄道,てつどう,wnja:04046810-n,core
銀杏,いちょう,wnja:11664418-n,core
銘々,めいめい,wnja:10203839-n,core
開始,かいし,wnja:00156390-n,core
関心,かんしん,wnja:05670710-n,core
雑草,ざっそう,wnja:13085113-n,core
雑誌,ざっし,wnja:03704210-n,core
離婚,りこん,wnja:01201271-n,core
難民,なんみん,wnja:10516016-n,core
電卓,でんたく,wnja:02938886-n,core
電池,でんち,wnja:02810471-n,core
電波,でんぱ,wnja:06255354-n,core
電灯,でんとう,wnja:03636248-n,core
電球,でんきゅう,wnja:03665924-n,core
需要,じゅよう,wnja:01061333-n,core
青年,せいねん,wnja:09772029-n,core
非行,ひこう,wnja:00732746-n,core
面影,おもかげ,wnja:05928118-n,core
音声,おんせい,wnja:04981139-n,core
順番,じゅんばん,wnja:00345454-n,core
預金,よきん,wnja:00372448-n,core
頭痛,ずつう,wnja:07524242-n,core
題名,だいめい,wnja:06333653-n,core
願い,ねがい,wnja:04945057-n,core
願望,がんぼう,wnja:00836788-n,core
風景,ふうけい,wnja:06888944-n,core
食卓,しょくたく,wnja:03201208-n,core
食品,しょくひん,wnja:03461119-n,core
食器,しょっき,wnja:04381994-n,core
食堂,しょくどう,wnja:02935658-n,core
食料,しょくりょう,wnja:07565259-n,core
食物,しょくもつ,wnja:03461119-n,core
飲料,いんりょう,wnja:07881800-n,core
駐車,ちゅうしゃ,wnja:00168505-n,core
駱駝,らくだ,wnja:02437136-n,core
高校,こうこう,wnja:08409617-n,core
いとこ,いとこ,wnja:09972010-n,core
いびき,いびき,wnja:07394478-n,core
おかげ,おかげ,wnja:01208797-n,core
お守り,おまもり,wnja:00654885-n,core
お辞儀,おじぎ,wnja:06630017-n,core
ご存じ,ごぞんじ,wnja:09763784-n,core
ご馳走,ごちそう,wnja:07578093-n,core
たばこ,たばこ,wnja:03030663-n,core
はがき,はがき,wnja:06627938-n,core
カード,かーど,wnja:02962545-n,core
グラス,ぐらす,wnja:03438257-n,core
ケーキ,けーき,wnja:07628870-n,core
ゲーム,げーむ,wnja:00430606-n,core
コップ,こっぷ,wnja:03147509-n,core
サラダ,さらだ,wnja:07806221-n,core
シャツ,しゃつ,wnja:03595614-n,core
テレビ,てれび,wnja:04405907-n,core
ドレス,どれす,wnja:02728440-n,core
バイク,ばいく,wnja:03790512-n,core
ベッド,べっど,wnja:02818832-n,core
ペット,ぺっと,wnja:01318894-n,core
ページ,ぺーじ,wnja:06256697-n,core
ホテル,ほてる,wnja:03542333-n,core
ボール,ぼーる,wnja:00107400-n,core
リスク,りすく,wnja:00802238-n,core
ルール,るーる,wnja:05846054-n,core
レシピ,れしぴ,wnja:06365808-n,core
ワイン,わいん,wnja:07891726-n,core
下書き,したがき,wnja:04227144-n,core
不思議,ふしぎ,wnja:05685538-n,core
不眠症,ふみんしょう,wnja:14022959-n,core
世間話,せけんばなし,wnja:07135080-n,core
中学校,ちゅうがっこう,wnja:08409835-n,core
乗り物,のりもの,wnja:04524313-n,core
乗車券,じょうしゃけん,wnja:06518719-n,core
予想外,よそうがい,wnja:04796725-n,core
事務所,じむしょ,wnja:03841666-n,core
代表者,だいひょうしゃ,wnja:10000787-n,core
低血圧,ていけつあつ,wnja:14104522-n,core
体育館,たいいくかん,wnja:03333610-n,core
停留所,ていりゅうじょ,wnja:04412901-n,core
八百屋,やおや,wnja:03457686-n,core
写真家,しゃしんか,wnja:10426749-n,core
利用者,りようしゃ,wnja:10741590-n,core
動物園,どうぶつえん,wnja:03745146-n,core
化粧品,けしょうひん,wnja:03113152-n,core
参加者,さんかしゃ,wnja:09608002-n,core
